Address,RBN Balance,Time Left (in seconds),Penalty Ratio,Penalty Rebate,Unlock Reward Before,Penalty Reward After
0x258D35E155485B0Dae6B36a74b7910f3ecdCB16D,1112 RBN,46418400,0.74,409.39 RBN,293.00 RBN,293.00 RBN
0x1Ba3b51d19ac5db17DDDf66d1393B8019c744C9A,5772 RBN,46418400,0.74,2123.98 RBN,1524.00 RBN,1524.00 RBN
0x8b371f753584c276845F59179d9687C3Ec4026a0,3302 RBN,46418400,0.74,1215.29 RBN,872.00 RBN,872.00 RBN
0x434057Ad8ff687846789427B7a018328613c6686,147 RBN,47023200,0.75,54.82 RBN,37.00 RBN,37.00 RBN
0x359B0ceb2daBcBB6588645de3B480c8203aa5b76,10961 RBN,47023200,0.75,4086.03 RBN,2789.00 RBN,2789.00 RBN
0x2A1d6A315ae63829394A6A8f1A16dF6Acf85Da11,2658 RBN,14968800,0.24,315.51 RBN,2027.00 RBN,2027.00 RBN
0x31d3243CfB54B34Fc9C73e1CB1137124bD6B13E1,999999 RBN,47023200,0.75,372773.97 RBN,254452.00 RBN,254452.00 RBN
0xf5B347C6F050bD6163504D8E693bE7A349b9503b,5000 RBN,47023200,0.75,1864.16 RBN,1272.00 RBN,1272.00 RBN
0x5936AeE75f56548b487540d1B96f05ce69A05ed5,375 RBN,47023200,0.75,140.11 RBN,95.00 RBN,95.00 RBN
0xA2852A920A71BBc836f1c66520ed4abbf7F3E55d,83 RBN,47023200,0.75,30.98 RBN,21.00 RBN,21.00 RBN
0xf3C8D744a34b74fEca1B740b025ae124B42D56Ea,12859 RBN,51861600,0.75,4822.39 RBN,3214.00 RBN,3214.00 RBN
0x7846E0B4febD3092C0407Df34C6D34cF3464d55B,77 RBN,47023200,0.75,28.83 RBN,19.00 RBN,19.00 RBN
0xbB6077aA3c60179306C78F42FC73888fe8cB8f65,4784 RBN,17992800,0.29,682.38 RBN,3419.00 RBN,3419.00 RBN
0xa2D7B91d137ef87203dFcC52C51E90C8aD0EC4Bf,1121 RBN,47628000,0.75,420.44 RBN,280.00 RBN,280.00 RBN
0x6FeeeA64029F73e690EA024d16B6C3436A7D4078,106845 RBN,47628000,0.75,40067.13 RBN,26711.00 RBN,26711.00 RBN
0x8b5fd0C3527da8D2Dc08E49cCF396e37C3fF8E3e,1226 RBN,16178400,0.26,157.28 RBN,911.00 RBN,911.00 RBN
0x49D2db5F6C17a5A2894f52125048aAA988850009,25 RBN,48232800,0.75,9.38 RBN,6.00 RBN,6.00 RBN
0xDCB7943F8454A5742b2B881b6eCfc8C7D198F631,57235 RBN,55490400,0.75,21463.50 RBN,14308.00 RBN,14308.00 RBN
0x32201A9acF337058536e3E727EE23584D3271bca,8578 RBN,2268000,0.04,154.23 RBN,8269.00 RBN,8269.00 RBN
0x296db021Fb093f87051d4ed82A8364661C91C35E,1006 RBN,48232800,0.75,377.45 RBN,251.00 RBN,251.00 RBN
0xDe3258C1C45a557F4924d1E4e3d0A4E5341607Ee,235086 RBN,16783200,0.27,31277.77 RBN,172530.00 RBN,172530.00 RBN
0x8530977587E25D70bEE825BdddcE3C516177B0E5,546 RBN,1058400,0.02,4.58 RBN,537.00 RBN,537.00 RBN
0x58973eE3bA62FF0AA4Af40B4dC374049D385586b,53238 RBN,17388000,0.28,7338.54 RBN,38561.00 RBN,38561.00 RBN
0x03894d4ac41Dd6C4c2f524eD4417C90fA46972c6,1 RBN,48837600,0.75,0.65 RBN,0.00 RBN,0.00 RBN
0x08ae44cE15D7635e1fF61d3F489986aF8bC5848D,117 RBN,48837600,0.75,43.88 RBN,29.00 RBN,29.00 RBN
0x09F49fbff836C8844dC729394b4d47E59eCEf964,16 RBN,25250400,0.40,3.39 RBN,10.00 RBN,10.00 RBN
0x03b0E4A19F357a112BE59d658eC4E2834d510F39,783 RBN,48837600,0.75,293.75 RBN,195.00 RBN,195.00 RBN
0xB21b02cc14711c96021b38746ECbA5b4288B07C9,6098 RBN,54280800,0.75,2287.05 RBN,1524.00 RBN,1524.00 RBN
0x80F39Aa13500b0743eb1E2dD64420966aE1bb972,240 RBN,1663200,0.03,3.17 RBN,234.00 RBN,234.00 RBN
0xbCA23a35425F4EEd385AC46c4E8C28ae996FFF4d,2043 RBN,49442400,0.75,766.23 RBN,510.00 RBN,510.00 RBN
0x0CFBac656cd6624b70E32d446f897B03cF6bedA0,122 RBN,49442400,0.75,45.84 RBN,30.00 RBN,30.00 RBN
0xDAE02185fBF3fCfAA18cE3EFf6218A1d1C801Eb7,7545 RBN,2268000,0.04,135.67 RBN,7274.00 RBN,7274.00 RBN
0xFB4f025ED50E3a200D520c2CF60A198eCb584D6c,2002 RBN,49442400,0.75,751.02 RBN,500.00 RBN,500.00 RBN
0x698fa9d90a61A190648CbB9e0e938bA0735e32a8,513 RBN,18597600,0.29,75.67 RBN,361.00 RBN,361.00 RBN
0xEaEAd3B256143fB48660A052a4EF42aB3C47F754,34 RBN,50047200,0.75,12.76 RBN,8.00 RBN,8.00 RBN
0xD92127901df1b4bD1e4512864Dc306587B22c770,1097 RBN,18597600,0.29,161.79 RBN,773.00 RBN,773.00 RBN
0x1E3ABB73D16304E4A2e6Adca967f3b8afcF9F9FE,2291 RBN,18597600,0.29,337.83 RBN,1615.00 RBN,1615.00 RBN
0xb5DC07e23308ec663E743B1196F5a5569E4E0555,5006 RBN,50047200,0.75,1877.52 RBN,1251.00 RBN,1251.00 RBN
0xc1178D5BADA448126A5054EAF4e7c2f3fCa5E974,5772 RBN,52466400,0.75,2164.50 RBN,1442.00 RBN,1442.00 RBN
0x6f5a8A35fb10EEcEF9128f407a0fe67B898556CF,46988 RBN,50047200,0.75,17620.83 RBN,11747.00 RBN,11747.00 RBN
0xb27A3775fe95F6A3222E53f40a3316032E47368a,12094 RBN,26460000,0.42,2536.85 RBN,7020.00 RBN,7020.00 RBN
0x380001bEdD8A91F1B48C5Aa9d8E851A50cc8934E,7998 RBN,50047200,0.75,2999.38 RBN,1999.00 RBN,1999.00 RBN
0xE22477e3CbD246214ED15298352500F14DE10e5e,2537 RBN,50047200,0.75,951.71 RBN,634.00 RBN,634.00 RBN
0x736DdE3E0F5c588dDC53ad7f0F65667C0Cca2801,1277 RBN,50047200,0.75,479.00 RBN,319.00 RBN,319.00 RBN
0x29E3DdF94d76C97FcD43D07Fc8B15A03AD233A40,7934 RBN,50652000,0.75,2975.62 RBN,1983.00 RBN,1983.00 RBN
0xf0754756E71aac7aD2B6497E7006F5E44D68D592,2656 RBN,50652000,0.75,996.33 RBN,664.00 RBN,664.00 RBN
0x351EA145EEF977872b39C9475E7d4aF1808316C8,187 RBN,50652000,0.75,70.19 RBN,46.00 RBN,46.00 RBN
0x3058A0D5e8E1A7B15dbF13eb3d411ee3EFea70D9,114 RBN,19202400,0.30,17.42 RBN,79.00 RBN,79.00 RBN
0x02b79dF8c38f29f39888557c0A89917Fd99ddF77,383253 RBN,50652000,0.75,143720.21 RBN,95813.00 RBN,95813.00 RBN
0xC10898edA672fDFc4Ac0228bB1Da9b2bF54C768f,266 RBN,50652000,0.75,100.07 RBN,66.00 RBN,66.00 RBN
0x11877a8b499cf00B030B37FE20575493F009cCa5,80 RBN,50652000,0.75,30.00 RBN,19.00 RBN,19.00 RBN
0x7Fc538CD464651460500cbC7614f8ceebFa35943,80 RBN,50652000,0.75,30.00 RBN,19.00 RBN,19.00 RBN
0x065E80b6a6c668Da2590688677716bD45Ff3bFCa,80 RBN,50652000,0.75,30.00 RBN,19.00 RBN,19.00 RBN
0x0fd16cCcEA5dd4bF248D8A8a02059eE5b95D7FE6,80 RBN,50652000,0.75,30.00 RBN,19.00 RBN,19.00 RBN
0xc67917B359641707a1EAfd1e7653A70d20cAecee,80 RBN,50652000,0.75,30.00 RBN,19.00 RBN,19.00 RBN
0xc79acA1c28F03574e5f5Bd88f6f79dE746728E4f,80 RBN,50652000,0.75,30.00 RBN,19.00 RBN,19.00 RBN
0x8eB5FE3E2553c246F4Af98e9FEc9bc60Aa2E2940,83 RBN,50652000,0.75,31.37 RBN,20.00 RBN,20.00 RBN
0xe7832071eD24f2437d5d292D7873A0B193C2B0d5,80 RBN,50652000,0.75,30.00 RBN,19.00 RBN,19.00 RBN
0xE58056FFB6f5C5056af172f3717a2f2BCEA053B6,80 RBN,50652000,0.75,30.00 RBN,19.00 RBN,19.00 RBN
0xfbC998663B1B28B42375C188e2fE6B30511dBAe3,80 RBN,50652000,0.75,30.00 RBN,19.00 RBN,19.00 RBN
0xfddc49410084e011B49888A39E4201C14cE2845b,3474 RBN,19202400,0.30,528.98 RBN,2417.00 RBN,2417.00 RBN
0x823bf98d9F1119Ae040aaef8118f13A612324112,7320 RBN,50652000,0.75,2745.26 RBN,1830.00 RBN,1830.00 RBN
0x76a95d549Ca36d955Df2c72F693690d8e51a94d0,3924 RBN,3477600,0.06,108.18 RBN,3707.00 RBN,3707.00 RBN
0x82dc92b01c7fF54911842956083795f60f6F64f4,1231 RBN,50652000,0.75,461.83 RBN,307.00 RBN,307.00 RBN
0x1BD658c933D592519d57FD728a1afB659F474D3B,34659 RBN,50652000,0.75,12997.19 RBN,8664.00 RBN,8664.00 RBN
0x31f45f2278a23Ef31A5485d3Aa98178e7F39710d,212525 RBN,50652000,0.75,79697.08 RBN,53131.00 RBN,53131.00 RBN
0x25A76D10b870c07000e9FEe68C901D9A354460ab,228 RBN,50652000,0.75,85.53 RBN,57.00 RBN,57.00 RBN
0x4eFaD0fA866Cd27b53327382022047C2c806293A,8424 RBN,4082400,0.06,272.63 RBN,7878.00 RBN,7878.00 RBN
0xCa86D57519dbFE34A25EEf0923b259ab07986B71,1761745 RBN,51256800,0.75,660654.56 RBN,440436.00 RBN,440436.00 RBN
0xbD72008D301CB9c1C283C6ABdDd5D32BcE6A2Abc,5425 RBN,51256800,0.75,2034.38 RBN,1356.00 RBN,1356.00 RBN
0x1E2fCe2E2A821c254FC4E53b373586af07ED0008,7013 RBN,51256800,0.75,2629.98 RBN,1753.00 RBN,1753.00 RBN
0x7a44834D4dEC3F21a341dE51365fDefdD41faA98,2173 RBN,51256800,0.75,815.01 RBN,543.00 RBN,543.00 RBN
0x8214de46Fd2D0efcaab33b77cf2662c44446cc17,2404 RBN,3477600,0.06,66.28 RBN,2271.00 RBN,2271.00 RBN
0x39d7Dad316f4eE3A241877C884eE55f971a7D52c,231 RBN,51256800,0.75,86.79 RBN,57.00 RBN,57.00 RBN
0x8542ab72e61aC4a276c69A8a18706B5Cd49b38Ee,1004 RBN,51256800,0.75,376.87 RBN,251.00 RBN,251.00 RBN
0x6C88aD01Aef7088EC0f8b2217c63Dadc8F136749,85 RBN,51256800,0.75,32.20 RBN,21.00 RBN,21.00 RBN
0x1fEC6F448Eb3ff479Ea9682F7eFf21A69762318f,473 RBN,51256800,0.75,177.50 RBN,118.00 RBN,118.00 RBN
0xbD46cD0e482e7979B37a16E43C831Fc9C1bEc997,80 RBN,51256800,0.75,30.25 RBN,20.00 RBN,20.00 RBN
0x35bB7ab3956738E0b6E9E1cbc1732D357bEE9793,381 RBN,51256800,0.75,142.97 RBN,95.00 RBN,95.00 RBN
0x236884bb674067C96fcBCc5dff728141E05BE99d,767 RBN,51256800,0.75,287.70 RBN,191.00 RBN,191.00 RBN
0x87d2543617c9839d048AbCF5B26d7f073B6A8826,97 RBN,51256800,0.75,36.61 RBN,24.00 RBN,24.00 RBN
0x4515957DAF1c5a1Cd2E24D000E909A0Ff6bE1975,30001 RBN,51256800,0.75,11250.42 RBN,7500.00 RBN,7500.00 RBN
0x343A1221b4949E90f53f6838A4B4BE9Cea744C7A,14651 RBN,46418400,0.74,5391.31 RBN,3868.00 RBN,3868.00 RBN
0xF977bF5f5CCB1BFd868BD95D563294494F0D5d89,614 RBN,51861600,0.75,230.48 RBN,153.00 RBN,153.00 RBN
0xb05eC421903eA5003Fe3f3f35B71E48b1c065F3c,1227 RBN,51861600,0.75,460.31 RBN,306.00 RBN,306.00 RBN
0xD55b9B0666D096FF16EBC2Bfe81994F6475D752C,427 RBN,51861600,0.75,160.40 RBN,106.00 RBN,106.00 RBN
0xE1d1c5F48f708aa038AA6A9976308Cd1d19D951a,843 RBN,51861600,0.75,316.26 RBN,210.00 RBN,210.00 RBN
0xdd4A19DC351Ba42421dB282196AF38b433AA86BA,495 RBN,51861600,0.75,185.95 RBN,123.00 RBN,123.00 RBN
0x61742dF6f341F84c59c408d203e7BD38BE3B85B0,51032 RBN,10735200,0.17,4342.99 RBN,42346.00 RBN,42346.00 RBN
0x70BF51137ab1b4b6de396Fa2FA157B98B1cb6313,35390 RBN,51861600,0.75,13271.25 RBN,8847.00 RBN,8847.00 RBN
0x02d57aB3eEcD0Fca44185E4ea6DE5490e096e5A1,1158 RBN,19807200,0.31,181.94 RBN,794.00 RBN,794.00 RBN
0xeFc983f57d41f895cc0123F794b7797D13aB07AB,41 RBN,4082400,0.06,1.34 RBN,38.00 RBN,38.00 RBN
0x61D9e931A72c9FB3eB9731dCc5A30f1F6C3ab63F,671 RBN,51861600,0.75,251.94 RBN,167.00 RBN,167.00 RBN
0x05ac3D28434804ec02eD9472490fC42D7e9E646d,423 RBN,51861600,0.75,158.63 RBN,105.00 RBN,105.00 RBN
0x1Bb0B115018E3b6B52D0dB7c5DdD8E8266d98c52,282 RBN,51861600,0.75,105.75 RBN,70.00 RBN,70.00 RBN
0xE72e9fB386c922125d33cE1BB62e3019bC060E3d,214 RBN,51861600,0.75,80.25 RBN,53.00 RBN,53.00 RBN
0x8e269D9C2804aAF5521f869026d551109774f93a,215 RBN,51861600,0.75,80.63 RBN,53.00 RBN,53.00 RBN
0xf3ef2a78e4A87E7Ac44683Bc039b4D4151D649B9,216 RBN,51861600,0.75,81.00 RBN,54.00 RBN,54.00 RBN
0x9497243478392B1F7f508874F606379F989C6eea,616 RBN,51861600,0.75,231.04 RBN,154.00 RBN,154.00 RBN
0xfB9A6bD2737dABf8974A30dF338F6335c2CE5DF8,1773 RBN,2872800,0.05,40.39 RBN,1692.00 RBN,1692.00 RBN
0x7798Ba9512B5A684C12e31518923Ea4221A41Fb9,247 RBN,51861600,0.75,92.63 RBN,61.00 RBN,61.00 RBN
0x070213e2aFd44154873F2A481CAA65095E31b78A,215 RBN,51861600,0.75,80.63 RBN,53.00 RBN,53.00 RBN
0x1e5778657415c6B21e58a0732E5BB3667D54891E,213 RBN,51861600,0.75,79.88 RBN,53.00 RBN,53.00 RBN
0xf4B8B34ED886372dC8171d1558b57c7921374aDB,214 RBN,51861600,0.75,80.25 RBN,53.00 RBN,53.00 RBN
0x519e19Eac9EAd404343c68224dD2A22C5c25F992,10011 RBN,51861600,0.75,3754.21 RBN,2502.00 RBN,2502.00 RBN
0xb5413E7a5027E7632746eD598dcAbf5fd1E4de6F,211 RBN,51861600,0.75,79.13 RBN,52.00 RBN,52.00 RBN
0x7846375a953a3Df168a6224ec924fb07EfA8157e,211 RBN,51861600,0.75,79.13 RBN,52.00 RBN,52.00 RBN
0x87628fD843D953021000Cd83DbED8a6A8194957E,370 RBN,51861600,0.75,138.75 RBN,92.00 RBN,92.00 RBN
0x1F70bC546eF296aBC20d6FCb2cff884f780c6a47,5772 RBN,20412000,0.32,934.00 RBN,3904.00 RBN,3904.00 RBN
0xb040E2536b9313609d17621067D210F24A8cAae2,3103 RBN,20412000,0.32,502.12 RBN,2098.00 RBN,2098.00 RBN
0xb957DccaA1CCFB1eB78B495B499801D591d8a403,222 RBN,51861600,0.75,83.25 RBN,55.00 RBN,55.00 RBN
0x53b66C4c61A1a2c6d0D15A287c27C03745208ebc,294 RBN,51861600,0.75,110.25 RBN,73.00 RBN,73.00 RBN
0xcB03e0C266e39E66d9AAfBD0b2C582f4c20cBd89,166 RBN,20412000,0.32,26.86 RBN,112.00 RBN,112.00 RBN
0x7221dCAcdaB745ebC827578DeE7c46ebc41ae7Eb,70679 RBN,4687200,0.07,2626.29 RBN,65427.00 RBN,65427.00 RBN
0x8330A84D3C16A55302f921C36979B1067418053a,50 RBN,51861600,0.75,18.75 RBN,12.00 RBN,12.00 RBN
0xd5507e08e13304Ce9baEA9C856c5AAe3275C8643,1078 RBN,18597600,0.29,159.08 RBN,760.00 RBN,760.00 RBN
0xE5c80A7963C0d8f4aB9c0bB8d854E47594Cf9394,138 RBN,51861600,0.75,51.76 RBN,34.00 RBN,34.00 RBN
0x358c84fAA7f860ab41b93edCcB7e64f7Eb330Bb1,836 RBN,51861600,0.75,313.53 RBN,209.00 RBN,209.00 RBN
0x86341e73d9Deb4696B1Ae50DBCe8F2D62FA06023,1598 RBN,51861600,0.75,599.39 RBN,399.00 RBN,399.00 RBN
0xCF2e0814DDF1587e06a66B479de3D0B7b151E5B8,103 RBN,20412000,0.32,16.73 RBN,69.00 RBN,69.00 RBN
0x642c76D07A8a4d0a23deb09A24E9AED5F02D0f11,1752 RBN,21016800,0.33,292.00 RBN,1168.00 RBN,1168.00 RBN
0x5a5A338Eb7F5BAF9b3FF72ce57424DEeCf23e154,409 RBN,4687200,0.07,15.22 RBN,379.00 RBN,379.00 RBN
0xD3630F1f6AFCd1440672638689d0006D95EF5DeC,328 RBN,52466400,0.75,123.01 RBN,82.00 RBN,82.00 RBN
0x31F8622fDFF22c95ebD21f986d1fC8f5450bf201,5 RBN,52466400,0.75,2.25 RBN,1.00 RBN,1.00 RBN
0x8700E852b867D18BaD0b95b26Ddb8CA80aC4b43b,6074 RBN,21016800,0.33,1012.10 RBN,4050.00 RBN,4050.00 RBN
0x42DAEB9CA091e3933c8eE93c029701b926b1f336,16551 RBN,14968800,0.24,1964.04 RBN,12623.00 RBN,12623.00 RBN
0x60A1B6EE4fF13EA1A5C9eD595218E1D1F11C84bf,684 RBN,21621600,0.34,117.32 RBN,449.00 RBN,449.00 RBN
0xfCAB61cD13E9e122A0521355578e205cf0474Ec0,2847 RBN,32508000,0.52,733.85 RBN,1379.00 RBN,1379.00 RBN
0x5E88e6B7440B05a04DD04e0af9CC29d36CE411c6,1068 RBN,53071200,0.75,400.68 RBN,267.00 RBN,267.00 RBN
0x5EF2CC4726691F9B39183579DC9D0ad3b2E7ca0A,2 RBN,53071200,0.75,0.75 RBN,0.00 RBN,0.00 RBN
0xCE00D15aEe4f6e84F8d2161B0DcBFeB371ec53d9,1317 RBN,6501600,0.10,67.90 RBN,1181.00 RBN,1181.00 RBN
0x94Bc8598ffaEdC6a19F3412c9eDaec38bfB2008f,529 RBN,22226400,0.35,93.28 RBN,342.00 RBN,342.00 RBN
0xE2181699445dF030fE4dd57A74b2E539bDE38D3f,350 RBN,6501600,0.10,18.04 RBN,313.00 RBN,313.00 RBN
0x8fD7b37DF552CC72F2c317B365E151AD6b54B7A4,193 RBN,54280800,0.75,72.38 RBN,48.00 RBN,48.00 RBN
0xeE6A11695A33358B08c75684805770Aca89CDB95,1675 RBN,54280800,0.75,628.43 RBN,418.00 RBN,418.00 RBN
0xe6b5A31d8bb53D2C769864aC137fe25F4989f1fd,45 RBN,54280800,0.75,17.13 RBN,11.00 RBN,11.00 RBN
0x84F6b432De07cCee2A066ca040c920Bc3c63fBc9,211 RBN,54280800,0.75,79.35 RBN,52.00 RBN,52.00 RBN
0x9D32F1e7C5fF707e92b4B30937A1e5E2C2De2462,330 RBN,54280800,0.75,123.75 RBN,82.00 RBN,82.00 RBN
0x899B2d61a5943Dd2452cbc9Ff5d158c63a2275dd,5 RBN,54280800,0.75,1.88 RBN,1.00 RBN,1.00 RBN
0x1775A13ddee0231080eb9662cF3ac25041cE1427,1989 RBN,54280800,0.75,746.18 RBN,497.00 RBN,497.00 RBN
0x6CdD03d102c53d09570c095eDa3E3Fc76AEDfd1A,8424 RBN,54280800,0.75,3159.22 RBN,2106.00 RBN,2106.00 RBN
0x1dF2535cf0956AbEC21C4738534885d3849d6578,209 RBN,54280800,0.75,78.48 RBN,52.00 RBN,52.00 RBN
0x427Ed2c465B3984F275e42B4E3B083fE890F371B,5952 RBN,39765600,0.63,1876.53 RBN,2199.00 RBN,2199.00 RBN
0x8a4a50B13Fd2cb36FeB96c408CB98B4c9F2b8F25,11 RBN,54885600,0.75,4.28 RBN,2.00 RBN,2.00 RBN
0x52Fe678Bb145d6F0A72ab8138286c6A0Fa726388,2408 RBN,54885600,0.75,903.15 RBN,602.00 RBN,602.00 RBN
0x9Bc782118f3D275a941f0842Ef09c67Ba7D0B5B6,545 RBN,55490400,0.75,204.68 RBN,136.00 RBN,136.00 RBN
0x92Ba20d7077412773FF8D48cc95D4b12e4b5157b,1909 RBN,24040800,0.38,363.95 RBN,1181.00 RBN,1181.00 RBN
0x856f355576fE64eEe5b8f0717E3dDdB1D3589709,747 RBN,55490400,0.75,280.35 RBN,186.00 RBN,186.00 RBN
0xfBf41e9885447303F30809Ac6E73e58a30E2ac66,261 RBN,24040800,0.38,49.77 RBN,161.00 RBN,161.00 RBN
0x4c9F7207be28278b9DCA129f2e211AcfFf48Fb01,49999 RBN,24645600,0.39,9768.84 RBN,30462.00 RBN,30462.00 RBN
0x9594c04C3324f38d8ba446f6b4A9B682C06d75E1,370 RBN,56095200,0.75,138.75 RBN,92.00 RBN,92.00 RBN
0x58981C1B4c6E735caeD9bCA6d1CAa1c97Ae1246a,702 RBN,1058400,0.02,5.89 RBN,690.00 RBN,690.00 RBN
0x60dd456273Cbb018C2222621d4c2Dc5016E870d3,177 RBN,56700000,0.75,66.38 RBN,44.00 RBN,44.00 RBN
0xc01a3b90d0A895F555AE806A1133f42ba904AACa,35 RBN,25250400,0.40,7.01 RBN,20.00 RBN,20.00 RBN
0xF13081c2fd2b9FeCe2e084174ef35dac9a05267C,20592 RBN,56700000,0.75,7722.34 RBN,5148.00 RBN,5148.00 RBN
0x92aE5d053b8bD67657614B9CB01337c72eA20f0A,1964 RBN,25250400,0.40,393.31 RBN,1178.00 RBN,1178.00 RBN
0x5170D7C08dbBaeFD89DC8d0d8fEC57C373FDF79d,20377 RBN,60933600,0.75,7641.50 RBN,5094.00 RBN,5094.00 RBN
0x3dDDaA942740b3B5C8688240a230845F09699771,1220 RBN,57909600,0.75,457.71 RBN,305.00 RBN,305.00 RBN
0xFC1bc5a9867e9C5E671c5B33cfb60addb970B695,3664 RBN,10735200,0.17,311.84 RBN,3040.00 RBN,3040.00 RBN
0x35C4fB87e383403fa50Be1047e8445e4e228AB56,218 RBN,57909600,0.75,81.87 RBN,54.00 RBN,54.00 RBN
0xAc7Cf2D439C052Fc795B157663F5257A67cdeC11,1545 RBN,57909600,0.75,579.41 RBN,386.00 RBN,386.00 RBN
0x6F98670A3375B2950Ada1A60842abd1469c284B7,160 RBN,2872800,0.05,3.66 RBN,153.00 RBN,153.00 RBN
0x41f0AB034F636dD68DC1ab225c37D8b43e249c49,5213 RBN,58514400,0.75,1955.18 RBN,1303.00 RBN,1303.00 RBN
0x47c7901b7EB9DB736Da98B957CA3A7f8e6c984E1,8127 RBN,58514400,0.75,3047.74 RBN,2031.00 RBN,2031.00 RBN
0xEF1555a5b28fe857998b546eb6Bc04C8fc1A23C5,1260 RBN,58514400,0.75,472.52 RBN,315.00 RBN,315.00 RBN
0xa2b00E3E2432FDF3c404156Cd4F5eaE45ffA83c3,448 RBN,58514400,0.75,168.10 RBN,112.00 RBN,112.00 RBN
0x55f571c0B4c0BF99fcEf1587e6B15680e9e7dc2a,321 RBN,58514400,0.75,120.41 RBN,80.00 RBN,80.00 RBN
0x69e69571d0d07EdBEde6c43849e8d877573eE6bf,152 RBN,58514400,0.75,57.10 RBN,38.00 RBN,38.00 RBN
0x37D11fAD5FC57562eb12b7c575958C9a2Bcf843C,776 RBN,3477600,0.06,21.40 RBN,733.00 RBN,733.00 RBN
0xcBE66a273F8d9b454A05801801fD7CD5d2eb6543,49234 RBN,58514400,0.75,18462.93 RBN,12308.00 RBN,12308.00 RBN
0x14f13f150A810E70a168bf377A452b9C741A0641,3448 RBN,58514400,0.75,1293.14 RBN,862.00 RBN,862.00 RBN
0x06C13b8cCfbFf773bc39b52D7F5D3CB8570e74E4,51 RBN,58514400,0.75,19.49 RBN,12.00 RBN,12.00 RBN
0xcb4C31b4dfc506c30d4e8e1f8a5F8955Cbfc0373,2200 RBN,58514400,0.75,825.00 RBN,550.00 RBN,550.00 RBN
0x227E687B0d1B62eBC2880077810516C412992774,446 RBN,3477600,0.06,12.31 RBN,422.00 RBN,422.00 RBN
0xc00d8dAC46b1F8bcEae2477591822B4E5B0a7C6b,7294 RBN,27064800,0.43,1565.07 RBN,4164.00 RBN,4164.00 RBN
0x3920a48056Df2B52d4CC0dBdc6e750164f92B495,1502 RBN,59119200,0.75,563.39 RBN,375.00 RBN,375.00 RBN
0x577c10a65B8bd49D082FD2850e2Fe42c3B82Dae9,35 RBN,59119200,0.75,13.13 RBN,8.00 RBN,8.00 RBN
0x654b1DE76443C423aFD304583EBa886fE66b54a7,7 RBN,59724000,0.75,2.63 RBN,1.00 RBN,1.00 RBN
0xd8c31BfE46800DCE48e0372C77A637b945060310,1 RBN,59724000,0.75,0.38 RBN,0.00 RBN,0.00 RBN
0x7e1E1c5ac70038a9718431C92A618F01f8DADa18,502 RBN,59724000,0.75,188.25 RBN,125.00 RBN,125.00 RBN
0x3b1ffA0B9c7e6C5B2804Ed144E47aA7ce100abad,51 RBN,59724000,0.75,19.38 RBN,12.00 RBN,12.00 RBN
0x4F4bD77781cEeE4914B6bC16633D5437eaBCa5D3,35 RBN,59724000,0.75,13.19 RBN,8.00 RBN,8.00 RBN
0x099C50BeE65EeCDcd209C38f1207fc334ea5eaB1,2277 RBN,28274400,0.45,510.40 RBN,1256.00 RBN,1256.00 RBN
0xe14F0F83Db016E7C23eFC78C3110cCd3Ef3cF20E,1974 RBN,28274400,0.45,442.62 RBN,1089.00 RBN,1089.00 RBN
0xE7e1c9a4F3d0A3606bdCC8dA2608175e7C5F2dAA,11211 RBN,12549600,0.20,1115.39 RBN,8980.00 RBN,8980.00 RBN
0xed9A912182745fE101ecb4291D00b802d982Ba0F,95 RBN,60328800,0.75,36.00 RBN,23.00 RBN,23.00 RBN
0x0ce7758362B1dD1Fd08Bc427d810Bd45F2920a4E,50 RBN,5292000,0.08,2.10 RBN,45.00 RBN,45.00 RBN
0xbC91F08937F3429ECb118658CA70f9e2B1C127c9,83 RBN,28879200,0.46,19.10 RBN,45.00 RBN,45.00 RBN
0x87b6c1E90087d6A0FC392e5250A6203Eb09e1B54,10117 RBN,60328800,0.75,3793.97 RBN,2529.00 RBN,2529.00 RBN
0x19bB8BCd92a41288e1682B6F03cc119fe850Ad53,261 RBN,5292000,0.08,10.96 RBN,239.00 RBN,239.00 RBN
0xe53E33D9511B69B4f46dae4959E2DDc40EF1C4A2,3038 RBN,13154400,0.21,316.86 RBN,2404.00 RBN,2404.00 RBN
0x144B4cC92A72cfaB61bad96E4DaD17699478b789,4085 RBN,5292000,0.08,171.39 RBN,3742.00 RBN,3742.00 RBN
0x80D767C534093680222211e1199a5C7492947420,10542 RBN,26460000,0.42,2211.37 RBN,6119.00 RBN,6119.00 RBN
0xd49A5f128318874dE690EBf2c85623232008D964,643 RBN,60933600,0.75,241.29 RBN,160.00 RBN,160.00 RBN
0x115fF71B91D2679CcEA6aA55ac8E6721E4417d35,3395 RBN,13759200,0.22,370.42 RBN,2655.00 RBN,2655.00 RBN
0xf2B1a4180bbC685CD978E87493f03b18cEB37Fd6,300 RBN,60933600,0.75,112.50 RBN,75.00 RBN,75.00 RBN
0xa273e764492Eb237fc24c29Ff4586A999D180326,43195 RBN,13759200,0.22,4711.51 RBN,33772.00 RBN,33772.00 RBN
0x51D0eb116Ecbfd3b82163f713887e62A78E1befa,4988 RBN,60933600,0.75,1870.72 RBN,1247.00 RBN,1247.00 RBN
